Run,Cell,CellLine,s4U,Time,Method,Layout,Strand,Species,Total.Reads,Trimmed.Reads,Trimmed.Reads.Ratio,RiboRNA.Ratio,Clean.Reads,UniqMapped.Reads,UniqMapped.Ratio,Filtered.Reads,Uniq.Reads,Uniq.Ratio,Stranded.Reads,Forward,Reverse,Stranded.Ratio,AC.Ratio,AG.Ratio,AT.Ratio,CA.Ratio,CG.Ratio,CT.Ratio,GA.Ratio,GC.Ratio,GT.Ratio,TA.Ratio,TC.Ratio,TG.Ratio,Protein_coding,Protein_coding.Nascent,lncRNA,lncRNA.Nascent,Pe,Pc,Pc_Pe
20220321_NASCseq_K562,20220321_13_07,K562,0,3.0,NASC-seq,PE,UN,Human,3715605,3699445,0.995650775580289,0.39598534374750805,2234519,1746223,0.7814760134060171,1451861,985084,0.6784974594675386,945854,480753,465101,0.9601759849921429,0.0004947697237341,0.0004082266909482,0.0003797636490542,0.0006942657501712,0.0001531470919419,0.0007106492251136,0.0006171302548183,0.0002549587327741,0.0011242986744879,0.0006278442968827,0.0005999672997451,0.0008990331576883,5938,1302,323,45,0.0006357693775099,0.0007376592452746,1.160262307951646
20220321_NASCseq_K562,20220321_13_08,K562,0,3.0,NASC-seq,PE,UN,Human,4435364,4400674,0.992178770445898,0.6000930766514403,1759860,1214515,0.6901202368370212,1057104,667360,0.6313096913832509,635584,330075,305509,0.9523855190601774,0.0006421074432063,0.0005441816547594,0.0004536437224481,0.0004446508509157,0.0002153135483163,0.0007372798569533,0.0006775130075432,0.0002937533164104,0.0008027364840658,0.0007088609519281,0.0007921306035526,0.0010673559370364,7760,1538,695,62,0.0007332324817467,0.0008857495507682,1.2080064274542586
20220321_NASCseq_K562,20220321_14_01,K562,50,3.0,NASC-seq,PE,UN,Human,4920429,4885554,0.9929122033871437,0.34999879235804165,3175616,2481478,0.781416266954191,1964412,1285272,0.6542782267670937,1195056,612014,583042,0.9298078539017423,0.0005524315523182,0.0005512005070763,0.0004370540353129,0.0006874172160097,0.0001625724839826,0.0006950801866119,0.0005930312269738,0.0002512563933705,0.0010345182379705,0.0006317013806132,0.0111920219699498,0.0008517183953726,6115,3523,398,129,0.0006944383457709,0.048354434150191,69.63099668194124
20220321_NASCseq_K562,20220321_14_02,K562,50,3.0,NASC-seq,PE,UN,Human,3743352,3718929,0.9934756336032519,0.32462679443463427,2511665,1894750,0.7543800626277788,1561850,1025839,0.6568101930403047,964252,491849,472403,0.9399642633980576,0.0006587176789858,0.0006856196113676,0.000440912366562,0.0007319842833719,0.0001680883449536,0.0006975482411481,0.0006120438673203,0.0002770431015282,0.0011491987795258,0.0007355325419685,0.0165799690154348,0.0010380133184145,5979,4145,361,173,0.0007693495959871,0.0476354789736757,61.91655811888121
20220321_NASCseq_K562,20220321_14_03,K562,50,3.0,NASC-seq,PE,UN,Human,4456792,4430796,0.9941671049490306,0.37533255875467975,2767774,2069282,0.7476340192515718,1750167,1168043,0.6673894548348814,1101371,547988,553383,0.9429199096266148,0.0005303024612217,0.0005533490919142,0.0003836420840879,0.000568015140343,0.0001602311990131,0.0007045099326129,0.0006066379340602,0.0002633279425888,0.0009468312294473,0.0006730395269928,0.010542463130576,0.0009070583719058,5673,3336,333,142,0.0007031291541487,0.0514117467510348,73.11849671953073
20220321_NASCseq_K562,20220321_14_04,K562,50,3.0,NASC-seq,PE,UN,Human,4260122,4235252,0.9941621390185539,0.4395651073419008,2373583,1645665,0.6933252386792457,1292966,855584,0.6617219632998856,803392,408494,394898,0.938998391741781,0.0005175479720274,0.0006203830678227,0.0004168747307518,0.0006827626096739,0.0001541297391047,0.0007234147639216,0.0006522214952114,0.0002808334765706,0.0011226075815015,0.000738328218677,0.0100916106913058,0.0009286582130711,4797,2949,277,103,0.0007584628776458,0.0528180288486883,69.63825179239807
20220321_NASCseq_K562,20220321_14_05,K562,50,3.0,NASC-seq,PE,UN,Human,4662220,4629099,0.9928958736395966,0.39263861066700023,2811536,2108920,0.7500953215608834,1963461,1246672,0.6349359625681386,1184814,595395,589419,0.9503814956941361,0.0005937641125275,0.000550134273348,0.000423124744131,0.0006810586653607,0.0001656050966192,0.0006750272119476,0.0006088799220781,0.0002649323105495,0.001101433033074,0.0006988008264689,0.0105094671090185,0.0009721158445473,6166,3662,439,168,0.0006933894656415,0.0495353341786761,71.43940978803718
20220321_NASCseq_K562,20220321_14_06,K562,50,3.0,NASC-seq,PE,UN,Human,4843823,4820864,0.9952601488534986,0.4665087005150944,2571889,1786030,0.6944428783668346,1464722,893044,0.6097020458489734,825668,422704,402964,0.9245546691988301,0.0005112883706345,0.0006832257595084,0.0004050371623212,0.0008141459753883,0.0001588707980882,0.0007432969407364,0.0006235087919468,0.000263355374256,0.0012497073951261,0.0006731481710238,0.0070235536342787,0.0008576555452527,4471,2085,247,88,0.000785985027363,0.048289345120536,61.43799619509742
20220321_NASCseq_K562,20220321_14_07,K562,50,3.0,NASC-seq,PE,UN,Human,3940343,3922652,0.9955102893326799,0.4054453466685294,2332231,1598691,0.6854771246930514,1535966,1053067,0.6856056709588624,993651,499060,494591,0.9435781389028428,0.0004739366364313,0.000598878221792,0.0003271310275644,0.0006688622075651,0.0001454794776086,0.0007001488004985,0.0006362186410234,0.000238968970912,0.0010918816060974,0.0006273589599627,0.0117828812949339,0.0008716011726358,5439,3390,374,158,0.0007350305585424,0.049036342849418,66.71333902995349
20220321_NASCseq_K562,20220321_14_08,K562,50,3.0,NASC-seq,PE,UN,Human,4702367,4650095,0.9888838961314589,0.578995697937354,1957710,1319977,0.6742454193930664,1135402,731811,0.6445391147804919,689582,357620,331962,0.9422952101020619,0.0005782506306235,0.0006435512301206,0.0004116191115225,0.0004436756164849,0.0002148436955261,0.0007379861632421,0.0006696486712597,0.0002898069932745,0.0007895204317175,0.0007153974518737,0.0089117835515402,0.001027101073409,7222,4076,693,223,0.000780601564596,0.036971056854843,47.36226332569032
20220321_NASCseq_K562,20220321_15_01,K562,50,2.0,NASC-seq,PE,UN,Human,4909769,4884777,0.9949097401527445,0.18960456127270497,3958601,2872627,0.725667224355271,2461546,1643160,0.6675317056841513,1333842,684499,649343,0.811754180968378,0.0004540061235484,0.000814667338106,0.000446783721015,0.0007735546364273,0.0001977753922926,0.0007259506915536,0.0006391666703634,0.0002674769613831,0.0010691200078269,0.0006601929583496,0.0046781109365556,0.0007684060223445,5113,1373,343,71,0.0008522388457728,0.0429687651292303,50.418688777629946
20220321_NASCseq_K562,20220321_15_02,K562,50,2.0,NASC-seq,PE,UN,Human,4576992,4550559,0.9942248096566478,0.1718072439012438,3768740,2931264,0.7777835563079438,2476239,1539252,0.6216088188579535,1489999,751744,738255,0.9680019905772415,0.0004879233250256,0.0004493406178361,0.0003347121754697,0.0006097387522025,0.0001491432094888,0.0006478230789595,0.0006060864369826,0.0002589127463415,0.0010242776926626,0.0007410492996993,0.0102056375945675,0.0009793664311483,4929,2747,291,104,0.0006335675051034,0.0402817841769626,63.57930899626372
20220321_NASCseq_K562,20220321_15_04,K562,50,2.0,NASC-seq,PE,UN,Human,4262753,4240091,0.9946837173066326,0.4499870403724826,2332105,1704992,0.7310957268219055,1365796,891311,0.6525945309548424,836394,435597,400797,0.9383862647269022,0.0005178889881836,0.0004659598790607,0.000396624173597,0.000648121832538,0.0001605520945926,0.0006907494929485,0.000634480122795,0.0002339133305267,0.0010475907240116,0.0005862891674904,0.0025149465689553,0.0008570164358707,4497,1625,293,60,0.0006648239495747,0.0105138044697748,15.814418954822369
20220321_NASCseq_K562,20220321_15_07,K562,50,2.0,NASC-seq,PE,UN,Human,5247801,5214191,0.9935954126309287,0.41770027219946493,3036222,2096974,0.6906523963004023,1924460,1248308,0.6486536482961454,1186559,601745,584814,0.950533842609356,0.0005875152354894,0.0008343748596084,0.0003879382181712,0.0004782754616726,0.0001668375382223,0.0007390791050794,0.0006499155253767,0.0002663548887906,0.0008528634641465,0.0006678011817672,0.009276291365988,0.0009572394957295,5916,2981,412,143,0.0008698661198961,0.0446762821885813,51.35995202792051
20220321_NASCseq_K562,20220321_15_08,K562,50,2.0,NASC-seq,PE,UN,Human,4747653,4716672,0.9934744599068214,0.22916687868056118,3635767,2793767,0.7684120021992609,2526302,1545735,0.6118567772182423,1485825,764151,721674,0.9612417393667091,0.0005009411731315,0.0004387031812877,0.0003521368084311,0.00052182581144,0.0001572096680063,0.0005889063424022,0.0005542473743886,0.0002234732172649,0.0008368431933812,0.000628374281769,0.0062307106021631,0.0009161411019346,6852,3316,551,168,0.0005922778125599,0.0315531993647718,53.27432278510455
20220321_NASCseq_K562,20220321_16_01,K562,100,2.0,NASC-seq,PE,UN,Human,4823610,4801041,0.9953211391468215,0.187891750976507,3898965,3038329,0.7792655230298298,2635007,1649520,0.6260021320626473,1494040,760018,734022,0.9057422765410543,0.0004371716375152,0.0004159541287605,0.0003995905842923,0.0008384146061389,0.0001677942718627,0.000604845514189,0.000498651780327,0.0002261360984849,0.0011268121338477,0.0006073613673012,0.0026156641381691,0.0007352141085022,5775,1964,384,82,0.0005662119273566,0.0248205830223383,43.83620659178626
20220321_NASCseq_K562,20220321_16_03,K562,100,2.0,NASC-seq,PE,UN,Human,4545804,4523750,0.9951484929838594,0.15992837800497373,3800274,3098296,0.8152822664892058,2537003,1550576,0.6111841412879685,1470175,760331,709844,0.9481476560968312,0.0004451536637368,0.0004034533155348,0.0003674915473607,0.0005386761816788,0.0001474856027982,0.0006336815000121,0.0005153617302816,0.0002057910471649,0.00079013375054,0.0005050428754541,0.0024895235916285,0.0007159971367417,3171,1104,189,46,0.0005744957746567,0.0276684086510354,48.16120478443627
20220321_NASCseq_K562,20220321_16_04,K562,100,2.0,NASC-seq,PE,UN,Human,4233318,4215059,0.9956868347712126,0.2612101040578554,3114043,2540596,0.8158512904285522,2174969,1361390,0.6259353581591278,1270252,634005,636247,0.9330551862434717,0.0004457373030403,0.0003605978345304,0.0003878542050365,0.0007487389708437,0.0001483724351944,0.000638114429519,0.0004962175280657,0.000198275272108,0.0010036204052021,0.0004617605134869,0.0006668518445058,0.000656940086576,3939,927,207,33,0.0005476114177367,0.0007775026514843,1.4198072324674684
20220321_NASCseq_K562,20220321_16_06,K562,100,2.0,NASC-seq,PE,UN,Human,4952158,4921816,0.9938729741660101,0.31798933564359166,3356731,2684242,0.799659549722632,2406996,1490383,0.619187983694198,1443152,733722,709430,0.9683094882322195,0.0004683354138607,0.0004083346726639,0.0003771148522603,0.0009502761573688,0.0001518865268601,0.0006843681392047,0.0005833156194516,0.0002361097876037,0.0013925262014682,0.0005989721324164,0.0033576446838042,0.0008165321723078,4431,1567,197,53,0.0006160471530598,0.0311738300046831,50.60299337452632
20220321_NASCseq_K562,20220321_16_07,K562,100,2.0,NASC-seq,PE,UN,Human,4302868,4268244,0.9919532739558824,0.2815520855883591,3066511,2373824,0.7741123380936836,2213458,1361674,0.6151795064555099,1316197,661714,654483,0.9666021382504182,0.0005633719366763,0.0004106509905343,0.0004291689936438,0.0008134910236477,0.0001603152014556,0.0006938593320334,0.0005840815039191,0.0002352991952903,0.0012166134175683,0.0006002817720496,0.0045730644234758,0.0009091973015184,4237,1698,196,45,0.0006203468005017,0.0379256149605345,61.136149859817245
20220321_NASCseq_K562,20220321_17_02,K562,200,2.0,NASC-seq,PE,UN,Human,4498524,4475236,0.9948231908955026,0.23072816718492606,3442673,2871417,0.8340661456955104,2617759,1772380,0.6770600349382812,1493957,766466,727491,0.8429100982859207,0.0005027374719024,0.0004516288296058,0.0004804971371437,0.0009874974600003,0.0002073911891353,0.0006903972777998,0.0006202599040184,0.000267841302989,0.0013137383393304,0.0006629205209849,0.0009875325427889,0.0008103045319027,4877,1189,262,38,0.0006525430707724,0.0012253922319736,1.877871801662225
20220321_NASCseq_K562,20220321_17_03,K562,200,2.0,NASC-seq,PE,UN,Human,4181632,4155465,0.9937423953136001,0.38576188224422536,2552445,1965274,0.7699574329711316,1667983,1079034,0.6469094708998833,996487,498719,497768,0.9234991668473839,0.0005234796808588,0.0004439995289288,0.000444214703621,0.000762382387197,0.0001762730427476,0.0007143696995562,0.0005824297380853,0.0002588280180845,0.0011734809920989,0.0006692345368997,0.0031219369677751,0.0008863809352436,4965,1796,259,53,0.000642716137762,0.034405775335498,53.5318367067927
20220321_NASCseq_K562,20220321_17_04,K562,200,2.0,NASC-seq,PE,UN,Human,4949154,4898652,0.9897958317724606,0.17801897338288164,4026599,3157524,0.7841664888905004,2665156,1586738,0.5953640237194371,1520991,778467,742524,0.9585646779745617,0.0004876802916757,0.0003566167992679,0.0003989948758921,0.0011492611074505,0.0001645827579085,0.0006077879331283,0.000562969625089,0.0002440071775268,0.0016483680497935,0.0006712497157187,0.00090812222096,0.0009443256413953,3937,1054,248,42,0.0005598088686649,0.0010234707200463,1.8282502785052568
20220321_NASCseq_K562,20220321_17_07,K562,200,2.0,NASC-seq,PE,UN,Human,5228500,5200493,0.9946433967677154,0.44843210057200344,2868425,1900050,0.6624018407314118,1519450,986512,0.64925598078252,932432,480654,451778,0.9451805958771916,0.0005048244253567,0.0004696851270677,0.0004174769255206,0.0013034017241293,0.0001543546152413,0.0007288941335508,0.0006199801275775,0.0002646479184298,0.0018288576747383,0.0006307223445009,0.0051407840745793,0.0008854401548553,5185,2308,296,100,0.0006731476354626,0.036870426131553,54.77316444291037
20220321_NASCseq_K562,20220321_17_08,K562,200,2.0,NASC-seq,PE,UN,Human,4470248,4443748,0.9940719172627559,0.27526965975568374,3220519,2480917,0.7703469533947789,2157060,1372382,0.636228014056169,1250887,637288,613599,0.9114714416248537,0.0005493368604468,0.0004277352358004,0.0004191192522099,0.0007820978671834,0.0001902211735134,0.0006771604966996,0.0005666969879208,0.0002518137227248,0.0010688596384831,0.0005867982493775,0.0015690364491953,0.0008552817707655,6662,1792,542,68,0.0006177967373951,0.0023620382576201,3.8233258847876175
20220321_NASCseq_K562,20220321_18_01,K562,500,2.0,NASC-seq,PE,UN,Human,4595135,4568433,0.9941890717030076,0.2688079260437879,3340402,2631682,0.7878339193905404,2187053,1355625,0.6198409457841214,1239291,631080,608211,0.9141842323651452,0.0005603901572333,0.0004235148056369,0.0004361701799262,0.0007889951342295,0.000186124625749,0.0007146379330776,0.0005959392965334,0.0002592906421547,0.0011388642572681,0.0005927074737496,0.0014361537770653,0.0008224157257429,4304,1182,270,45,0.0006372368444769,0.0022938694003968,3.5997124464445487
20220321_NASCseq_K562,20220321_18_02,K562,500,2.0,NASC-seq,PE,UN,Human,4832815,4800078,0.9932261011439503,0.3416692395415242,3160039,2320573,0.7343494811298215,2096838,1326784,0.6327546524814983,1277857,652865,624992,0.9631236131879793,0.0005844789840494,0.0003987582957021,0.0004199868919592,0.0005784276908825,0.0001773246799746,0.0006706695663351,0.0005800320056198,0.0002560531892316,0.0009509371202332,0.0006243386340155,0.0012404118419146,0.0009653431503616,6102,1632,364,43,0.0006059485537418,0.0014877332796201,2.455213846840816
20220321_NASCseq_K562,20220321_18_03,K562,500,2.0,NASC-seq,PE,UN,Human,4373850,4333561,0.9907886644489409,0.15545806324175426,3659874,2756163,0.7530759255646506,2125764,1272907,0.598799772693488,1209736,634430,575306,0.9503726509477911,0.000575359174098,0.0003940449239734,0.0004165052901778,0.0006510044726571,0.0001783144398299,0.000627295923493,0.0005019880717539,0.0002464128428268,0.0009855775802782,0.0005959432423086,0.0025208546273069,0.0008929106877734,3066,1103,177,40,0.0005631602696823,0.0290483793844622,51.58101689390939
20220321_NASCseq_K562,20220321_18_04,K562,500,2.0,NASC-seq,PE,UN,Human,4101155,4074004,0.9933796698734869,0.30671791191172126,2824434,2126690,0.752961478299723,1769741,1141810,0.6451848038780816,1057877,544079,513798,0.9264912726285459,0.0006038151791311,0.0004336111217218,0.0004267243266156,0.0006836513097729,0.0001713728115036,0.0006466800909181,0.0005755656533618,0.0002407495610935,0.0009877122617297,0.0006074831262214,0.001824219513743,0.000953748780496,5092,1498,355,64,0.0006146404915609,0.0055492242761091,9.02840660890508
20220321_NASCseq_K562,20220321_18_06,K562,500,2.0,NASC-seq,PE,UN,Human,3385652,3359974,0.9924156410641141,0.2839941618595858,2405761,1541561,0.6407789468696183,1148715,702949,0.6119437806592584,664717,336675,328042,0.9456119860758035,0.0005552345946501,0.0006489043965772,0.0004089375194252,0.0007776236244251,0.0001742095432941,0.000649802059441,0.0005475162304726,0.0002509295607202,0.0011315060430538,0.0006302242044278,0.008224185079116,0.0009266832112381,3556,1657,219,89,0.0007138975059657,0.0524428734545951,73.45994770446526
20220321_NASCseq_K562,20220321_18_07,K562,500,2.0,NASC-seq,PE,UN,Human,4597643,4558574,0.9915023850264146,0.37792169217829963,2835790,2152686,0.7591133334978966,1954104,1296442,0.6634457531431285,1175146,591660,583486,0.9064393162208568,0.0006593422149689,0.0004388192908738,0.0004667567258319,0.0007302088506977,0.0001890572249545,0.0006473571911486,0.0005990287476285,0.0002777670205929,0.0011189642288031,0.0006786419200335,0.001221917557147,0.0010586744508479,5840,1551,320,42,0.00062567240172,0.0013536371951084,2.1634919350559145
20220321_NASCseq_K562,20220321_18_08,K562,500,2.0,NASC-seq,PE,UN,Human,4848191,4802739,0.9906249568137889,0.46377452532815133,2575351,1889408,0.7336506751895179,1607967,1025229,0.6375933088179049,989423,502194,487229,0.9650751198025027,0.0007823725762426,0.0004743520077733,0.0004455057162017,0.0004075764840658,0.0002111340894254,0.0006003628187553,0.0005730491420846,0.0002951550717768,0.0007367065222653,0.0007456870313953,0.0026106889675731,0.001272611230904,7287,2160,587,106,0.0006202246032999,0.0043584342254691,7.02718692918661
20220418_NASCseq_K562,20220418_03_01,K562,0,3.0,NASC-seq,PE,UN,Human,4038302,4012053,0.9934999908377333,0.3375735564809338,2657690,1707289,0.6423958399963878,1599104,1300888,0.8135105659169135,1022532,507485,515047,0.7860261605918418,0.0005421547483999,0.0005382655256538,0.0007558443190573,0.000948860894527,0.0002525189986905,0.0007728026158906,0.000701535686745,0.0003429576883793,0.0013468629955863,0.0010754762903372,0.0008069784850788,0.0010120815428938,5856,787,573,47,0.0007494034835598,0.0008480867801663,1.1316824631475852
20220418_NASCseq_K562,20220418_03_02,K562,0,3.0,NASC-seq,PE,UN,Human,3995846,3968422,0.9931368726422389,0.4271823913888191,2273182,1693745,0.7450987206479728,1491206,1139945,0.7644450196686441,1082972,546269,536703,0.9500212729561514,0.0005618044314466,0.0004123094421878,0.0006134356709826,0.0006457928874923,0.0001623995095995,0.0006791420962452,0.0006432100026947,0.000263667673247,0.0010731613296158,0.0009681571356372,0.000707468105703,0.0010730171765636,6278,1476,313,33,0.0006374257180076,0.0007387329356059,1.158931801363356
20220418_NASCseq_K562,20220418_03_03,K562,0,3.0,NASC-seq,PE,UN,Human,4046936,4019270,0.9931637169453631,0.4625481741709315,2160164,1237878,0.5730481574547118,1113375,877566,0.7882034355001684,811332,407759,403573,0.9245253348466098,0.0005735753670957,0.0004231020792075,0.0006490834275042,0.000718531216226,0.0001924112367011,0.0006575729030391,0.0006433044116435,0.0002681306298811,0.001174901131354,0.0010157098238939,0.0007293855738804,0.0010759397285131,5674,1136,396,38,0.000636361090383,0.0008398899924071,1.319832411346238
20220418_NASCseq_K562,20220418_03_04,K562,0,3.0,NASC-seq,PE,UN,Human,3802736,3776598,0.9931265278473184,0.48714451471933207,1936849,1433255,0.7399931538287187,1371101,1049429,0.7653914627733478,1005663,500289,505374,0.9582954158880687,0.0006236288667478,0.0004014422022082,0.0006260541137564,0.0006196092937604,0.0001563626979922,0.0006512954745834,0.0006082908179479,0.0002563672552366,0.0010396350503565,0.0009168578977778,0.0006608006255389,0.0010914140500743,6285,1474,337,30,0.0006113315621819,0.000663803315617,1.0858319064172088
20220418_NASCseq_K562,20220418_03_05,K562,0,3.0,NASC-seq,PE,UN,Human,4131211,4101327,0.9927662857210634,0.46601624303548583,2190042,1483558,0.6774107528531417,1414487,1106215,0.7820609167846717,1037194,526685,510509,0.937606161550874,0.0006073437646352,0.0004185140232019,0.0006487863415347,0.0007013211692879,0.0001827416499701,0.0006758902748699,0.0005917637468228,0.0002415346528589,0.0010874368678124,0.0008827136676124,0.0006166021872046,0.0009956437455865,6660,1277,405,33,0.0006215543109342,0.000658355623342,1.0592085225061871
20220418_NASCseq_K562,20220418_03_06,K562,0,3.0,NASC-seq,PE,UN,Human,3580412,3555488,0.993038789949313,0.4840711036009684,1834379,1222243,0.666297967868145,989286,772520,0.7808864170725149,678389,344660,333729,0.8781507274892559,0.000544634126057,0.0004523278975852,0.0006860524067295,0.0008321455002821,0.0002023857806448,0.0007315610359345,0.000627933645549,0.0002713026916144,0.001157204918333,0.0008667167812498,0.0006091950303591,0.0008892641951216,4869,935,329,37,0.000668019514521,0.000665965989069,0.9969259499051072
20220418_NASCseq_K562,20220418_03_07,K562,0,3.0,NASC-seq,PE,UN,Human,4979468,4941597,0.9923945690583813,0.4360529602069938,2786799,2047499,0.7347135548706598,1770892,1380327,0.7794529536527355,1251668,625513,626155,0.9067909270774244,0.0006287565045317,0.000428637563381,0.0007108691086232,0.0008702286866761,0.0001976652960028,0.0006679446606384,0.0006002756708832,0.0002637965264552,0.0012438278164133,0.0009738806574863,0.0006245774598431,0.0010234778211421,6104,1200,421,40,0.000627216611938,0.0006342504600843,1.0112143843328731
20220418_NASCseq_K562,20220418_03_08,K562,0,3.0,NASC-seq,PE,UN,Human,3956431,3925829,0.9922652511821892,0.2837334484003251,2811940,2170937,0.772042433337838,1844028,1438233,0.7799409770350558,1264704,632422,632282,0.8793456971158359,0.0007050417845487,0.0004817829389998,0.0007752323479258,0.00090366432483,0.0002235487910325,0.0007303403847632,0.0006709421326628,0.0003012285162675,0.0012754167707992,0.0010664462458882,0.0007336771670788,0.0011616020851863,8409,1330,922,53,0.0006974962237738,0.0007673326988356,1.1001245206516843
20220418_NASCseq_K562,20220418_04_01,K562,0,3.0,NASC-seq,PE,UN,Human,3751796,3726210,0.9931803328325953,0.5855856218516938,1544195,1004061,0.6502164558232607,835859,638017,0.7633069692376345,596784,304173,292611,0.9353731953850759,0.0004476682010554,0.0004295811030609,0.0005985526764308,0.0006296985317223,0.0001940803440269,0.0007082877007612,0.0005980033980537,0.0002825364933584,0.0009795992883813,0.0007860401513957,0.0005970283748502,0.0008393817101827,5363,1065,244,23,0.0006390869575615,0.0008253054656711,1.2913821130384946
20220418_NASCseq_K562,20220418_04_05,K562,0,3.0,NASC-seq,PE,UN,Human,4514322,4483838,0.9932472694681505,0.47430371034814367,2357137,1541967,0.6541694436937692,1329798,969244,0.7288655871042068,904647,460512,444135,0.9333532113688606,0.0004269239748246,0.0003993364470311,0.0005694233309863,0.0007006267519278,0.0001554857390324,0.0006674055329111,0.0005633539145603,0.0002388742335123,0.0010520905963265,0.0008027852558262,0.000535019080786,0.0007932897738792,5015,1063,296,32,0.0005994156111449,0.0006004676053695,1.0017550330772254
20220418_NASCseq_K562,20220418_04_06,K562,0,3.0,NASC-seq,PE,UN,Human,4086325,4055844,0.9925407303628566,0.5887196351733449,1668089,1206922,0.7235357346040888,1153833,865639,0.7502290192774864,819348,408561,410787,0.9465238973752338,0.0005232956699803,0.0004606956449946,0.0005965733517285,0.0005760358353888,0.0001684884683657,0.0006639490876315,0.0005794882393284,0.0002568411072522,0.0009345574734571,0.0008741587055999,0.0006707652493559,0.0009652545044687,5869,1221,333,40,0.0006348350948767,0.0007048212711575,1.1102430802040244
20220418_NASCseq_K562,20220418_04_07,K562,0,3.0,NASC-seq,PE,UN,Human,4651659,4618672,0.9929085515511777,0.46036869472437103,2492380,1866735,0.7489768815349185,1686407,1263083,0.7489787459373686,1181710,589046,592664,0.9355758885203902,0.000503953135923,0.0004484215340538,0.0006106462903782,0.0006904540270463,0.0001564347918924,0.0007177834852463,0.0006225367802335,0.0002739917778811,0.0011450521625731,0.0009238162603024,0.0006888087618478,0.0010168344617028,5827,1307,404,39,0.000660005202773,0.0008405858542116,1.273604890809756
20220418_NASCseq_K562,20220418_04_08,K562,0,3.0,NASC-seq,PE,UN,Human,3877460,3837766,0.9897628860130085,0.6104376869251539,1495049,849494,0.5682047879367165,728283,560589,0.7697406090764167,480621,241570,239051,0.8573500371930237,0.0008634020618556,0.0013142118960986,0.0009282456539316,0.0008436334865298,0.0003937689545993,0.0012561009669062,0.0012305167059394,0.0004556867237759,0.0011713358300679,0.0012153678111174,0.0016005983229211,0.0012846000917571,8092,1558,941,97,0.0014703028861315,0.0018250064437189,1.241245229763908
20220418_NASCseq_K562,20220418_09_01,K562,50,3.0,NASC-seq,PE,UN,Human,4093860,4063149,0.9924982779088684,0.49883304796353767,2036316,1477797,0.7257208606129893,1225542,913098,0.7450564729727744,810776,411771,399005,0.8879397392174772,0.0005277484267355,0.0008461153958505,0.0005982623637633,0.0006706485018619,0.0001699559000667,0.0006726961633085,0.0005976687393262,0.000247261025409,0.0009624039368343,0.0008876746005168,0.0200293792315322,0.0008180584134563,4784,3487,321,157,0.0008374166864484,0.0575272910760111,68.69613659119614
20220418_NASCseq_K562,20220418_09_02,K562,50,3.0,NASC-seq,PE,UN,Human,4905277,4864945,0.9917778343608322,0.5316292373295073,2278598,1478876,0.6490289204150973,1336010,959663,0.718305252206196,904372,466774,437598,0.9423849830617623,0.0005953112029032,0.0006245025693295,0.000632163582729,0.0006751855168113,0.0001530583531532,0.0006217093430534,0.0005757296905712,0.0002530963040291,0.0010338146805355,0.0009413081492882,0.0134904653983483,0.0009875466931131,4662,3126,294,122,0.0007030261687429,0.0501583056304402,71.34628533120804
20220418_NASCseq_K562,20220418_09_06,K562,50,3.0,NASC-seq,PE,UN,Human,3977506,3947806,0.9925330093782385,0.5866830842245034,1631695,1016228,0.6228051198293799,883823,626893,0.7092969972494493,598834,294105,304729,0.9552411655577586,0.0005700409142806,0.0004852561972247,0.0006075880917019,0.0005903211970324,0.0001703747711933,0.0006618649083572,0.0005724755282271,0.0002475127171416,0.0009001292036038,0.0008679826620573,0.0069584900725274,0.0009292632770034,4373,2198,225,80,0.0006440864138423,0.0454270310837944,70.52940429653984
20220418_NASCseq_K562,20220418_09_07,K562,50,3.0,NASC-seq,PE,UN,Human,3468997,3444862,0.9930426575750858,0.4133558905988106,2020908,1107392,0.5479675472609342,890439,669618,0.7520088405831281,621480,316789,304691,0.9281112514896553,0.0005153189959345,0.0006672974488958,0.0005734998136298,0.0006958321111346,0.0001731401996516,0.0006402995862693,0.0005263346944515,0.0002325593836526,0.0010145845736373,0.0008494733108124,0.0145177536474177,0.0008008109923618,4980,3483,268,133,0.0007128506677777,0.033266014118209,46.666175149857466
20220418_NASCseq_K562,20220418_09_08,K562,50,3.0,NASC-seq,PE,UN,Human,1863722,1847487,0.9912889368693399,0.25965054151937195,1367786,962899,0.7039836641111987,713033,545634,0.7652296597773175,450533,229336,221197,0.8257055095540234,0.0008736094914739,0.0012398946376877,0.0009019625697689,0.0009159690502217,0.0003866526380041,0.001219665474537,0.001164927187964,0.0004491369950903,0.0011938843974818,0.0011696416011413,0.010035332254328,0.0012431063103867,6521,3502,738,204,0.0013990117902101,0.0439654729373731,31.42609179209939
20220418_NASCseq_K562,20220418_10_01,K562,50,3.0,NASC-seq,PE,UN,Human,4147093,4115267,0.9923257086349402,0.5984885063350689,1652327,1005216,0.608363840813592,887977,649906,0.7318950828681373,627033,321994,305039,0.9648056795905869,0.0005462077821585,0.000591680964199,0.0005535499317204,0.0005148445587818,0.0001602200613802,0.000689121083819,0.0006570304499193,0.0002618238186122,0.0009435862875664,0.0009748781834339,0.0086781414892354,0.0010495606239817,4419,2384,245,125,0.0007353668047325,0.0420445361286616,57.1749171407744
